City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Cherdyn,RU,60.403,56.4787,44.13,83,96,10.0,overcast clouds
475,Madaba,JO,31.5833,35.6667,75.88,36,0,4.09,clear sky
476,Kayerkan,RU,69.3497,87.7602,28.18,94,100,3.27,overcast clouds
477,Sarakhs,IR,36.5449,61.1577,52.72,46,8,6.62,clear sky
478,San Matias,BO,-16.3667,-58.4,101.91,27,84,4.45,broken clouds
479,Sangar,RU,63.9242,127.4739,18.88,88,53,3.22,broken clouds
480,Sept-Iles,CA,50.2001,-66.3821,48.63,68,11,5.01,few clouds
481,Sciacca,IT,37.5082,13.0881,64.47,76,3,7.58,clear sky
482,Babu,CN,24.4167,111.5167,66.92,95,100,6.58,overcast clouds
483,Karlshamn,SE,56.1706,14.8619,52.29,90,13,3.67,few clouds
484,Bathsheba,BB,13.2167,-59.5167,82.4,75,100,13.98,overcast clouds
485,Margate,GB,51.3813,1.3862,56.7,80,7,1.01,clear sky
486,San Carlos De Bariloche,AR,-41.1456,-71.3082,65.95,16,0,23.02,clear sky
487,Hualmay,PE,-11.0964,-77.6139,66.24,80,60,10.76,broken clouds
488,Dunda,TZ,-8.1167,34.25,71.6,57,9,5.14,clear sky
489,Kirakira,SB,-10.4544,161.9205,79.63,86,100,8.66,moderate rain
490,Praia,CV,14.9215,-23.5087,82.94,69,0,6.91,clear sky
491,Portage,US,41.1667,-81.1998,79.2,61,90,0.0,overcast clouds
492,Pisco,PE,-13.7,-76.2167,68.05,73,0,20.71,clear sky
493,Mount Pleasant,US,32.7941,-79.8626,77.02,93,20,3.0,few clouds
494,Bayan,CN,46.0833,127.4,45.57,64,100,6.96,overcast clouds
495,Katherine,AU,-14.4667,132.2667,82.72,57,21,5.75,few clouds
496,Vardo,NO,70.3705,31.1107,35.58,80,75,6.91,broken clouds
497,Gobabis,NA,-22.45,18.9667,69.58,11,0,9.69,clear sky
498,Rochegda,RU,62.8,43.25,41.5,89,100,3.2,light rain
499,Felanitx,ES,39.4696,3.1483,64.0,64,0,7.05,clear sky
500,Caernarfon,GB,53.1413,-4.2702,60.62,47,75,2.3,broken clouds
501,Port Hawkesbury,CA,45.6169,-61.3485,54.59,61,1,11.01,clear sky
502,Beziers,FR,43.3476,3.219,59.34,71,0,6.91,clear sky
503,Nishihara,JP,26.1842,127.7558,78.08,78,20,9.22,few clouds
504,Baguinge,PH,16.7777,121.1062,70.81,94,100,1.86,overcast clouds
505,Mount Isa,AU,-20.7333,139.5,64.17,36,0,0.0,clear sky
506,Waipawa,NZ,-41.4122,175.5153,55.02,69,99,8.57,overcast clouds
507,Zhangye,CN,38.9342,100.4517,36.28,54,99,12.37,overcast clouds
508,Vostok,RU,46.4856,135.8833,34.38,75,2,4.85,clear sky
509,Ewo,CG,-0.8725,14.8206,77.14,83,98,1.07,overcast clouds
510,Cefalu,IT,38.0386,14.0229,65.75,81,6,11.01,clear sky
511,Ust-Nera,RU,64.5667,143.2,22.28,95,99,5.97,light snow
512,Inhambane,MZ,-23.865,35.3833,70.66,67,0,11.77,clear sky
513,Ballina,AU,-28.8667,153.5667,64.58,87,31,5.1,scattered clouds
514,Pori,FI,61.4833,21.7833,53.67,94,90,5.75,overcast clouds
515,Morant Bay,JM,17.8815,-76.4093,88.63,71,45,8.99,scattered clouds
516,Acacias,CO,3.987,-73.758,80.46,77,82,2.91,broken clouds
517,Itupiranga,BR,-5.1347,-49.3267,91.72,39,82,3.13,broken clouds
518,Kaili,ID,-3.4626,120.2147,66.49,87,95,2.73,overcast clouds
519,Ust-Kut,RU,56.7938,105.7672,32.85,95,100,4.94,overcast clouds
520,Coxim,BR,-18.5067,-54.76,97.7,30,87,2.37,overcast clouds
521,Salalah,OM,17.0151,54.0924,80.69,83,0,2.3,clear sky
522,Muborak,UZ,39.2553,65.1528,50.74,20,36,6.89,scattered clouds
523,Nieves,PH,15.3274,120.9485,75.42,90,100,2.48,overcast clouds
524,Kautokeino,NO,69.0125,23.0412,34.05,99,100,5.28,overcast clouds
525,Biscarrosse,FR,44.3945,-1.1672,61.03,87,20,2.3,few clouds
526,Nokha,IN,27.6,73.4167,86.04,34,0,10.33,clear sky
527,Bodden Town,KY,19.2833,-81.25,89.6,71,40,5.01,scattered clouds
528,Kieta,PG,-6.2167,155.6333,79.07,88,100,7.05,moderate rain
529,Mossendjo,CG,-2.9506,12.7261,72.73,92,100,0.67,overcast clouds
530,Igarka,RU,67.4667,86.5833,36.86,98,100,7.58,light rain
531,Bowen,AU,-20.0167,148.2333,69.84,81,6,8.97,clear sky
532,Ahipara,NZ,-35.1667,173.1667,58.89,87,100,10.0,overcast clouds
533,Golkoy,TR,40.6875,37.6178,49.41,93,21,1.9,few clouds
534,Bogande,BF,12.9714,-0.1436,90.77,29,85,1.5,overcast clouds
535,Maceio,BR,-9.6658,-35.7353,81.84,78,0,11.5,clear sky
536,Wewak,PG,-3.5534,143.6268,79.34,85,96,6.26,overcast clouds
537,Healesville,AU,-37.65,145.5167,57.22,82,99,4.43,overcast clouds
538,Monroe,US,43.1501,-77.6831,77.95,80,75,8.05,broken clouds
539,Brae,GB,60.3964,-1.353,53.51,99,100,7.05,overcast clouds
540,Wanlaweyn,SO,2.6185,44.8938,78.67,68,0,17.52,clear sky
541,Churapcha,RU,62.0025,132.4325,24.28,95,72,6.26,broken clouds
542,Swellendam,ZA,-34.0226,20.4417,61.18,72,81,4.92,broken clouds
543,Maputo,MZ,-25.9653,32.5892,73.22,85,20,3.44,few clouds
544,Zhicheng,CN,30.2956,111.5047,64.8,76,100,2.01,light rain
545,Pochutla,MX,15.7432,-96.4661,90.82,55,91,5.84,overcast clouds
546,Chau Doc,VN,10.7,105.1167,78.46,86,100,11.92,light rain
547,Ixtapa,MX,20.7,-105.2,90.23,74,1,10.36,clear sky
548,Mildura,AU,-34.2,142.15,42.76,65,60,2.3,broken clouds
549,Lichtenburg,ZA,-26.152,26.1597,64.2,59,0,6.85,clear sky
550,Joensuu,FI,62.6012,29.7632,51.28,92,90,1.99,overcast clouds
551,Kudahuvadhoo,MV,2.6708,72.8944,83.75,68,15,13.73,few clouds
552,Shima,CN,24.4478,117.8111,84.22,89,100,2.53,light rain
553,Parnamirim,BR,-5.9156,-35.2628,82.74,78,40,17.27,scattered clouds
554,Bontang,ID,0.1333,117.5,76.6,89,100,7.76,overcast clouds
555,Kottapalli,IN,18.4833,79.1,77.22,85,79,3.51,broken clouds
556,Ambovombe,MG,-25.1667,46.0833,64.06,69,49,10.6,scattered clouds
557,Taoudenni,ML,22.6783,-3.9836,95.29,8,1,9.28,clear sky
558,Puerto Madero,MX,14.7208,-92.4215,89.8,70,40,8.05,scattered clouds
559,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,83,20,13.8,volcanic ash
560,Beloha,MG,-25.1667,45.05,65.19,61,52,13.15,broken clouds
561,Iwanai,JP,42.9744,140.5089,49.5,76,25,1.74,scattered clouds
562,Xining,CN,36.6167,101.7667,48.13,76,95,5.57,overcast clouds
563,Cap-Aux-Meules,CA,47.3821,-61.8597,48.25,71,75,17.27,broken clouds
564,Bay City,US,43.5945,-83.8889,72.64,89,90,8.05,overcast clouds
565,Puerto El Triunfo,SV,13.2833,-88.55,94.12,68,99,8.05,overcast clouds
566,Nelson Bay,AU,-32.7167,152.15,57.09,94,13,7.2,few clouds
567,Ardakan,IR,32.31,54.0175,68.38,37,0,8.95,clear sky
568,Reserva,BR,-24.6503,-50.8506,70.38,74,95,0.94,overcast clouds
569,Lichinga,MZ,-13.3128,35.2406,66.29,45,1,5.75,smoke
570,Bonavista,CA,48.6499,-53.1147,47.12,79,98,25.41,light rain
571,Marienburg,PL,54.0359,19.0266,49.95,50,0,7.31,clear sky
572,Chimbote,PE,-9.0853,-78.5783,67.3,78,84,13.15,broken clouds
573,Buritis,BR,-15.6178,-46.4233,93.2,25,96,4.52,overcast clouds
574,Helena,US,46.5927,-112.0361,60.98,63,99,1.99,overcast clouds
575,Barkhan,PK,29.8977,69.5256,75.25,21,0,3.69,clear sky
576,Menongue,AO,-14.6585,17.691,69.46,47,6,3.85,clear sky
577,Katsuura,JP,35.1333,140.3,71.71,84,18,4.88,few clouds
578,Ginda,IN,30.6945,78.4932,57.58,84,0,5.79,clear sky
579,Soyo,AO,-6.1349,12.3689,77.43,83,30,10.22,scattered clouds
580,Birao,CF,10.2849,22.7882,78.17,49,100,2.57,overcast clouds
581,Williams Lake,CA,52.1415,-122.1445,46.22,44,5,1.99,clear sky
582,Poum,NC,-20.2333,164.0167,71.87,73,9,10.07,clear sky
583,Krasnofarfornyy,RU,59.1364,31.8502,40.6,72,100,5.99,overcast clouds
584,Natitingou,BJ,10.3042,1.3796,77.77,71,86,2.21,overcast clouds
585,Kerrville,US,30.0474,-99.1403,88.63,41,1,5.01,clear sky
586,Bose,IT,45.4612,8.0137,59.76,77,47,3.22,scattered clouds
587,Gombong,ID,-7.6072,109.5142,80.1,88,92,4.97,overcast clouds
588,Daniel Flores,CR,9.3355,-83.6694,75.49,92,100,2.24,overcast clouds
589,Izhma,RU,65.0083,53.9113,38.84,78,100,13.51,overcast clouds
590,Necochea,AR,-38.5473,-58.7368,63.03,53,6,5.93,clear sky
591,Uribia,CO,11.7139,-72.266,93.69,44,5,15.28,clear sky
592,Portland,US,45.5234,-122.6762,61.39,68,40,1.01,scattered clouds
593,Moree,AU,-29.4667,149.85,57.22,82,0,9.22,clear sky
594,Oyama,JP,36.3,139.8,72.03,83,97,5.93,overcast clouds
595,Olga,RU,43.7444,135.2892,45.03,76,0,5.19,clear sky
596,The Pas,CA,53.8251,-101.2541,55.42,35,40,0.0,scattered clouds
597,Krasnoselkup,RU,65.7,82.4667,41.13,94,100,15.73,light rain
598,Kosum Phisai,TH,16.2486,103.0674,77.41,88,100,5.59,overcast clouds
599,Makinsk,KZ,52.6292,70.4169,35.31,75,0,7.74,clear sky
600,Gracac,HR,44.3006,15.8547,53.38,85,100,13.53,overcast clouds
601,Labuan,MY,5.2767,115.2417,79.16,89,20,1.14,few clouds
602,Madera,US,37.1666,-119.8343,66.52,71,73,1.01,broken clouds
603,Plettenberg Bay,ZA,-34.0527,23.3716,61.68,71,100,7.47,overcast clouds
604,Mhlume,SZ,-26.0333,31.85,67.86,69,0,3.89,clear sky
605,Ortakoy,TR,38.7373,34.0387,46.65,34,4,2.35,clear sky
606,Berdigestyakh,RU,62.0989,126.6992,30.52,98,100,5.17,light snow
607,Mahibadhoo,MV,3.7833,72.9667,83.48,74,23,15.61,few clouds
608,Seoul,KR,37.5683,126.9778,67.51,86,100,3.78,overcast clouds
609,Kibala,TD,9.1104,18.3463,80.55,94,0,0.0,clear sky
610,Nueva Loja,EC,0.0847,-76.8828,90.88,51,20,4.61,few clouds
611,Grand Gaube,MU,-20.0064,57.6608,72.0,74,0,3.0,clear sky
612,Saldanha,ZA,-33.0117,17.9442,60.85,86,88,8.25,overcast clouds
613,Diamantina,BR,-18.2494,-43.6003,69.91,72,98,4.09,overcast clouds
614,Vanavara,RU,60.34,102.2797,35.4,97,100,11.41,overcast clouds
615,Marystown,CA,47.1666,-55.1483,48.85,100,92,10.0,overcast clouds
616,Kagoro,NG,9.6,8.3833,72.41,78,99,2.19,overcast clouds
617,Chihuahua,MX,28.5,-106.0,85.03,23,3,10.04,clear sky
618,Bapatla,IN,15.9,80.4667,81.18,82,42,2.66,scattered clouds
619,Bilibino,RU,68.0546,166.4372,1.76,98,81,3.62,broken clouds
620,Flinders,AU,-34.5833,150.8552,55.2,85,86,1.01,overcast clouds
621,Misratah,LY,32.3754,15.0925,75.13,61,0,10.18,clear sky
622,Naze,JP,28.3667,129.4833,77.14,82,98,18.19,overcast clouds
623,Zlynka,RU,52.4267,31.7378,40.78,72,5,6.53,clear sky
624,Nha Trang,VN,12.25,109.1833,82.4,90,100,6.98,overcast clouds
625,Luoyang,CN,34.6836,112.4536,55.99,92,100,1.74,light rain
626,Beckley,US,37.7782,-81.1882,71.49,91,90,4.0,overcast clouds
627,Bairiki,KI,1.3292,172.9752,80.6,83,40,10.36,light rain
628,Manjacaze,MZ,-24.7117,33.8828,69.12,61,0,12.41,clear sky
629,La Rioja,ES,42.25,-2.5,55.04,55,0,4.81,clear sky
630,Vieux Fort,LC,13.7167,-60.95,83.55,78,40,14.97,scattered clouds
631,Burnie,AU,-41.0667,145.9167,50.94,85,66,7.16,broken clouds
632,Tabou,CI,4.423,-7.3528,77.77,89,97,7.7,light rain
633,Bureya,RU,49.8133,129.8131,39.45,77,63,8.48,broken clouds
634,Ulety,RU,51.3572,112.4849,33.17,70,100,2.82,overcast clouds
635,Langarud,IR,37.197,50.1535,58.98,89,100,2.91,overcast clouds
636,Brainerd,US,46.358,-94.2008,71.85,73,75,5.75,broken clouds
637,Mbuji-Mayi,CD,-6.15,23.6,75.79,70,6,1.74,clear sky
638,Kanpur,IN,26.4667,80.35,78.67,60,0,1.05,clear sky
639,Ratnagiri,IN,16.9833,73.3,78.08,91,100,6.73,overcast clouds
640,Moose Factory,CA,51.2585,-80.6094,73.4,60,1,10.36,clear sky
641,Makakilo City,US,21.3469,-158.0858,82.72,53,20,11.5,few clouds
642,Fuengirola,ES,36.54,-4.6247,73.09,84,20,4.61,few clouds
643,Camana,PE,-16.6228,-72.7111,64.96,84,83,10.11,broken clouds
644,Svetlogorsk,BY,52.6333,29.7333,39.36,81,2,6.13,clear sky
645,Byron Bay,AU,-28.65,153.6167,64.51,87,43,4.97,scattered clouds
646,Yarada,IN,17.65,83.2667,82.72,89,40,4.61,thunderstorm
647,Nurota,UZ,40.5614,65.6886,44.69,35,25,4.38,scattered clouds
648,Greenville,US,35.6127,-77.3663,81.1,68,40,5.75,scattered clouds
649,Tres Palos,MX,18.1833,-101.6167,86.61,68,89,2.57,overcast clouds
650,Lengshuijiang,CN,27.6881,111.4294,64.29,88,100,4.63,overcast clouds
651,San Quintin,MX,30.4833,-115.95,73.09,66,34,22.62,scattered clouds
652,Kharan,PK,28.5833,65.4167,79.38,14,0,9.1,clear sky
653,Richards Bay,ZA,-28.783,32.0377,68.61,89,56,8.5,broken clouds
654,Los Negros,BO,-17.7333,-63.4333,96.93,35,95,7.83,overcast clouds
655,Ndele,CF,8.4109,20.6473,76.55,66,57,2.08,broken clouds
656,Pedro Carbo,EC,-1.8333,-80.2333,87.28,36,54,3.31,broken clouds
657,Urumqi,CN,43.801,87.6005,31.15,80,0,4.47,clear sky
658,Okhotsk,RU,59.3833,143.3,25.14,79,23,10.13,few clouds
659,Aksarka,RU,66.5606,67.7975,35.67,71,99,16.28,overcast clouds
660,Tiarei,PF,-17.5333,-149.3333,80.62,73,13,1.3,few clouds
661,Anqing,CN,30.5092,117.0506,68.05,88,100,6.44,overcast clouds
662,Aktash,RU,50.3,87.7333,9.79,91,49,3.56,scattered clouds
663,North Bend,US,43.4065,-124.2243,60.94,89,75,5.75,broken clouds
664,Rock Sound,BS,24.9,-76.2,82.9,66,100,11.16,overcast clouds
665,Greifswald,DE,54.1,13.3833,55.11,88,0,8.46,clear sky
666,Megion,RU,61.0296,76.1136,44.62,79,100,20.76,overcast clouds
667,Marawi,PH,7.9986,124.2928,66.65,94,100,2.68,overcast clouds
668,Cassilandia,BR,-19.1133,-51.7342,93.67,29,97,3.53,overcast clouds
669,Ketchikan,US,55.3422,-131.6461,48.67,87,90,12.66,light rain
670,Padang,ID,-0.9492,100.3543,77.65,86,76,2.75,light rain
671,Palmer,US,42.1584,-72.3287,74.68,60,40,0.0,scattered clouds
672,Kaifeng,CN,34.7911,114.3483,56.26,93,100,5.88,light rain
673,Shagonar,RU,51.5333,92.8,34.32,60,38,1.81,scattered clouds
674,Iquitos,PE,-3.7481,-73.2472,91.44,55,40,5.75,scattered clouds
675,Whitehorse,CA,60.7161,-135.0538,34.57,93,90,13.0,light rain
676,Jiaozuo,CN,35.2397,113.2331,58.64,85,100,2.91,light rain
677,Agirish,RU,61.9247,63.0231,39.63,72,55,14.88,broken clouds
678,Vinh,VN,18.6667,105.6667,77.65,84,97,7.92,overcast clouds
679,Swan River,CA,52.1058,-101.2676,53.49,54,98,8.05,overcast clouds
680,Presidente Dutra,BR,-5.29,-44.49,91.85,41,82,3.67,broken clouds
681,Sal Rei,CV,16.1833,-22.9167,79.36,82,40,11.61,scattered clouds
682,Fuling,CN,29.7022,107.3919,67.35,80,18,2.42,few clouds
683,Westport,US,41.1415,-73.3579,76.05,71,20,1.01,few clouds
684,Rio Grande,BR,-32.035,-52.0986,64.51,67,82,14.63,broken clouds
685,Minbu,MM,20.1833,94.8833,78.53,87,66,3.6,broken clouds
686,Bilokurakyne,UA,49.5341,38.7307,39.18,43,0,8.61,clear sky
687,Gamba,GA,-2.65,10.0,77.11,89,100,6.85,overcast clouds
688,Bara,NG,10.3744,10.7288,81.03,54,97,2.19,overcast clouds
689,Merced,US,37.1666,-120.7516,71.06,24,4,7.27,clear sky
690,Inverell,AU,-29.7833,151.1167,56.16,89,0,1.01,clear sky
691,Badvel,IN,14.75,79.05,83.39,73,100,1.25,overcast clouds
692,Safaga,EG,26.7292,33.9365,82.65,46,0,13.56,clear sky
693,Tahta,EG,26.7693,31.5021,77.65,34,0,7.81,clear sky
694,Maniitsoq,GL,65.4167,-52.9,33.85,53,0,3.76,clear sky
695,Erdenet,MN,49.0333,104.0833,27.61,94,100,6.22,overcast clouds
696,Kashi,CN,39.4547,75.9797,56.41,19,40,8.95,dust
697,Fare,PF,-16.7,-151.0167,77.63,72,0,3.89,clear sky
698,Coffs Harbour,AU,-30.3,153.1333,62.13,95,75,5.75,broken clouds
699,Plavinas,LV,56.6178,25.7255,39.99,65,11,3.33,few clouds
700,Erzin,TR,36.9559,36.2,73.99,25,0,4.74,clear sky
701,Iguatu,BR,-6.3594,-39.2986,97.52,23,15,3.29,few clouds
702,Chuzhou,CN,32.3219,118.2978,71.71,95,92,4.99,light rain
703,Wanning,CN,18.8003,110.3967,79.23,88,100,12.08,heavy intensity rain
704,Phan Thiet,VN,10.9333,108.1,77.49,91,100,9.55,moderate rain
705,Sakakah,SA,29.9697,40.2064,83.77,19,2,13.8,clear sky
706,Cedar Lake,US,41.3648,-87.4411,77.72,76,45,6.98,scattered clouds
707,Linkou,CN,45.3,130.2833,43.05,59,60,2.51,broken clouds
708,Kurduvadi,IN,18.0833,75.4333,79.79,76,100,4.76,light rain
709,Khani,GE,41.9563,42.9566,53.17,77,18,5.77,few clouds
710,Pitsunda,GE,43.1592,40.3378,58.71,66,16,3.33,few clouds
711,Sabla,NG,12.7525,4.7077,91.62,28,88,5.7,overcast clouds
712,Marau,BR,-28.4492,-52.2,66.15,97,100,5.93,overcast clouds
713,Simiti,CO,7.9579,-73.9436,84.54,73,89,2.46,overcast clouds
714,Koygorodok,RU,60.445,50.9968,43.38,90,100,7.05,overcast clouds
