City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Poya,NC,2021-10-06 00:21:42,-21.35,165.15,83.43,55,1,7.45
380,Arrecife,ES,2021-10-06 00:24:43,28.963,-13.5477,73.47,73,75,10.36
381,Puerto Carreno,CO,2021-10-06 00:24:43,6.189,-67.4859,81.57,80,96,4.27
382,Camana,PE,2021-10-06 00:24:44,-16.6228,-72.7111,62.82,80,97,6.89
383,Nagato,JP,2021-10-06 00:24:44,34.3833,131.2,75.15,66,46,4.25
384,Port Hawkesbury,CA,2021-10-06 00:24:45,45.6169,-61.3485,54.59,96,1,2.3
385,Velsk,RU,2021-10-06 00:24:45,61.0701,42.0983,39.16,87,0,7.45
386,Broken Hill,AU,2021-10-06 00:24:46,-31.95,141.4333,73.11,16,0,12.66
387,Kinshasa,CD,2021-10-06 00:24:47,-4.3246,15.3215,73.78,88,100,2.3
388,Teguise,ES,2021-10-06 00:24:47,29.0605,-13.564,70.02,73,75,10.36
389,Dayong,CN,2021-10-06 00:24:48,25.0209,118.2898,83.88,73,13,4.81
390,Chicama,PE,2021-10-06 00:24:48,-7.8447,-79.1469,59.54,81,38,7.0
391,Itamarandiba,BR,2021-10-06 00:24:49,-17.8572,-42.8589,77.22,46,79,6.46
392,Coahuayana,MX,2021-10-06 00:24:49,18.7333,-103.6833,83.68,83,95,2.55
393,Berdigestyakh,RU,2021-10-06 00:24:50,62.0989,126.6992,30.99,74,59,6.85
394,Porto Novo,BJ,2021-10-06 00:20:21,6.4965,2.6036,82.22,88,100,5.91
395,Vaitape,PF,2021-10-06 00:24:50,-16.5167,-151.75,79.36,63,9,13.35
396,Kampene,CD,2021-10-06 00:24:51,-3.6,26.6667,68.31,99,99,2.73
397,Broome,US,2021-10-06 00:21:46,42.2506,-75.833,66.7,81,90,1.99
398,Ballangen,NO,2021-10-06 00:24:51,68.3428,16.8315,51.4,81,90,16.11
399,Pacific Grove,US,2021-10-06 00:24:52,36.6177,-121.9166,77.81,81,1,4.0
400,Wapi Pathum,TH,2021-10-06 00:24:52,15.8452,103.3768,78.69,85,99,5.03
401,Kaohsiung,TW,2021-10-06 00:24:53,22.6163,120.3133,83.03,77,75,1.99
402,Bonavista,CA,2021-10-06 00:24:53,48.6499,-53.1147,47.12,74,100,21.39
403,Osa,RU,2021-10-06 00:24:53,57.2829,55.4567,32.25,91,98,3.31
404,Roald,NO,2021-10-06 00:21:49,62.5833,6.1333,53.74,87,90,12.66
405,Florence,IT,2021-10-06 00:23:01,43.7667,11.25,63.64,92,75,2.3
406,San Ignacio,BZ,2021-10-06 00:24:54,17.1561,-89.0714,91.54,62,75,4.61
407,Kaeo,NZ,2021-10-06 00:21:54,-35.1,173.7833,71.33,78,100,7.14
408,Whitehorse,CA,2021-10-06 00:21:26,60.7161,-135.0538,43.57,48,75,11.99
409,Parambu,BR,2021-10-06 00:24:55,-6.2111,-40.6944,86.4,31,100,3.76
410,Calama,CL,2021-10-06 00:24:55,-22.4667,-68.9333,57.38,13,42,4.97
411,Ouesso,CG,2021-10-06 00:24:55,1.6136,16.0517,68.94,98,58,1.83
412,Pitimbu,BR,2021-10-06 00:24:56,-7.4706,-34.8086,77.59,81,47,12.12
413,Khandyga,RU,2021-10-06 00:24:56,62.6667,135.6,29.28,86,99,6.58
414,Korla,CN,2021-10-06 00:21:39,41.7597,86.1469,50.97,50,31,4.41
415,Leh,IN,2021-10-06 00:24:57,34.1667,77.5833,44.44,52,1,4.25
416,Riyadh,SA,2021-10-06 00:24:57,24.6877,46.7219,77.14,28,44,3.13
417,Camacha,PT,2021-10-06 00:24:58,33.0833,-16.3333,69.53,73,20,12.66
418,Sipe Sipe,BO,2021-10-06 00:24:59,-17.45,-66.3833,66.69,64,92,7.99
419,Olavarria,AR,2021-10-06 00:24:07,-36.8927,-60.3225,54.63,73,45,4.25
420,Chapais,CA,2021-10-06 00:24:59,49.7834,-74.8492,46.18,75,1,3.06
421,Beberibe,BR,2021-10-06 00:20:07,-4.1797,-38.1306,84.16,82,62,13.44
422,Huaihua,CN,2021-10-06 00:25:00,27.5494,109.9592,70.57,82,26,6.44
423,Bon Accord,CA,2021-10-06 00:25:00,53.8335,-113.4187,47.8,61,20,5.75
424,Havelock,US,2021-10-06 00:25:01,34.8791,-76.9013,78.78,87,1,3.44
425,Payo,ID,2021-10-06 00:25:01,-3.7508,103.6372,71.58,91,98,1.36
426,Muravlenko,RU,2021-10-06 00:25:01,63.7898,74.523,34.29,93,100,10.27
427,Derry,GB,2021-10-06 00:22:46,54.9981,-7.3093,43.36,93,98,3.71
428,Qarayeri,AZ,2021-10-06 00:25:06,40.7886,46.3066,52.68,82,90,2.3
429,Hamilton,US,2021-10-06 00:25:06,39.1834,-84.5333,73.72,83,1,0.0
430,Inhambane,MZ,2021-10-06 00:25:07,-23.865,35.3833,70.68,88,39,8.86
431,Nuevitas,CU,2021-10-06 00:25:07,21.5453,-77.2644,81.84,73,18,11.23
432,Kathu,TH,2021-10-06 00:21:21,7.9178,98.3332,82.69,99,100,12.88
433,Acari,PE,2021-10-06 00:25:08,-15.4311,-74.6158,68.13,70,94,3.67
434,Bilibino,RU,2021-10-06 00:25:08,68.0546,166.4372,15.12,91,100,2.95
435,Tezu,IN,2021-10-06 00:25:09,27.9167,96.1667,73.92,74,78,1.41
436,Alyangula,AU,2021-10-06 00:25:09,-13.8483,136.4192,87.67,55,40,4.61
437,Guerrero Negro,MX,2021-10-06 00:20:23,27.9769,-114.0611,75.42,66,0,17.58
438,Kayes,ML,2021-10-06 00:25:10,14.0,-11.0,79.16,61,25,5.57
439,Porto Walter,BR,2021-10-06 00:25:11,-8.2686,-72.7439,72.91,98,95,4.81
440,Golden,US,2021-10-06 00:23:28,39.7555,-105.2211,76.69,25,1,5.01
441,Magalia,US,2021-10-06 00:25:12,39.8121,-121.5783,78.35,16,88,3.0
442,French Harbor,HN,2021-10-06 00:25:12,16.35,-86.4333,84.2,87,75,1.99
443,Paracatu,BR,2021-10-06 00:25:13,-17.2222,-46.8747,82.67,32,37,1.5
444,Fayaoue,NC,2021-10-06 00:25:13,-20.65,166.5333,75.49,85,1,6.55
445,Dakar,SN,2021-10-06 00:21:00,14.6937,-17.4441,82.53,83,20,4.61
446,Tikapur,NP,2021-10-06 00:25:14,28.5,81.1333,80.04,84,0,3.11
447,Kholmy,UA,2021-10-06 00:25:14,51.871,32.6006,45.1,70,17,7.54
448,College,US,2021-10-06 00:25:15,64.8569,-147.8028,40.59,81,40,3.44
449,Hirara,JP,2021-10-06 00:25:15,24.8,125.2833,84.47,79,40,14.97
450,Chokwe,MZ,2021-10-06 00:25:16,-24.5333,32.9833,70.09,87,95,5.08
451,Barcelona,ES,2021-10-06 00:21:45,41.3888,2.159,67.77,78,20,1.01
452,Vila,PT,2021-10-06 00:25:16,42.0304,-8.1588,51.93,93,9,3.58
453,Tokur,RU,2021-10-06 00:25:17,53.1333,132.9,30.65,69,74,4.09
454,Ancud,CL,2021-10-06 00:25:17,-41.8697,-73.8203,45.93,65,1,7.38
455,Seredka,RU,2021-10-06 00:25:17,58.1584,28.1858,42.55,76,99,14.32
456,Abeche,TD,2021-10-06 00:25:18,13.8292,20.8324,79.21,23,60,6.69
457,Yatou,CN,2021-10-06 00:25:18,37.15,122.3833,64.65,77,100,8.28
458,Sorong,ID,2021-10-06 00:25:19,-0.8833,131.25,79.66,86,100,6.98
459,Qianan,CN,2021-10-06 00:25:19,44.9932,124.0581,46.78,52,83,4.41
460,Ngunguru,NZ,2021-10-06 00:25:20,-35.6167,174.5,71.17,78,97,10.6
461,Lashio,MM,2021-10-06 00:25:20,22.9333,97.75,65.14,97,21,1.48
462,Russell,US,2021-10-06 00:25:21,32.3502,-85.1999,70.97,90,40,3.44
463,Lahaina,US,2021-10-06 00:25:21,20.8783,-156.6825,87.8,68,6,10.47
464,Turayf,SA,2021-10-06 00:25:21,31.6725,38.6637,64.65,42,0,6.91
465,Tefe,BR,2021-10-06 00:25:22,-3.3542,-64.7114,80.85,75,95,0.72
466,Ketrzyn,PL,2021-10-06 00:25:22,54.0768,21.3753,53.29,46,5,22.08
467,Tuatapere,NZ,2021-10-06 00:21:35,-46.1333,167.6833,66.81,64,100,2.3
468,Buin,CL,2021-10-06 00:25:23,-33.7333,-70.75,65.73,49,0,3.44
469,Aksu,CN,2021-10-06 00:25:23,41.1231,80.2644,51.21,52,83,5.23
470,Sheltozero,RU,2021-10-06 00:25:24,61.3667,35.3667,44.64,80,97,13.33
471,Pleshanovo,RU,2021-10-06 00:25:24,52.8333,53.4833,38.68,49,100,4.79
472,Hualmay,PE,2021-10-06 00:25:25,-11.0964,-77.6139,62.87,84,66,7.27
473,Krasnoselkup,RU,2021-10-06 00:25:26,65.7,82.4667,37.49,98,100,16.08
474,Singaraja,ID,2021-10-06 00:21:05,-8.112,115.0882,79.97,75,51,7.65
475,Viedma,AR,2021-10-06 00:20:30,-40.8135,-62.9967,47.46,56,86,18.81
476,Andreyevo,RU,2021-10-06 00:25:26,55.9465,41.1505,34.79,79,0,4.76
477,Bereda,ES,2021-10-06 00:25:27,43.2686,-7.5406,53.58,100,99,0.45
478,Karasjok,NO,2021-10-06 00:25:27,69.4719,25.5112,50.11,85,57,22.46
479,Ptolemais,GR,2021-10-06 00:25:28,40.5147,21.6786,56.19,92,3,3.27
480,Merauke,ID,2021-10-06 00:25:28,-8.4667,140.3333,82.81,60,99,9.66
481,Kailua,US,2021-10-06 00:21:44,21.4022,-157.7394,89.58,64,40,12.66
482,Zykovo,RU,2021-10-06 00:25:28,55.9519,93.1461,23.74,89,22,1.61
483,Palana,RU,2021-10-06 00:25:29,59.1167,159.9667,31.41,94,100,18.19
484,Hokitika,NZ,2021-10-06 00:25:29,-42.7167,170.9667,55.04,92,100,4.52
485,Abha,SA,2021-10-06 00:25:30,18.2164,42.5053,66.02,59,0,0.0
486,Margate,GB,2021-10-06 00:25:30,51.3813,1.3862,52.7,75,75,1.99
487,Xining,CN,2021-10-06 00:25:30,36.6167,101.7667,47.62,86,100,1.28
488,Coruripe,BR,2021-10-06 00:21:19,-10.1256,-36.1756,74.32,83,25,9.22
489,Bagdarin,RU,2021-10-06 00:25:31,54.4333,113.6,30.97,62,78,1.5
490,Raga,SS,2021-10-06 00:25:32,8.4596,25.678,71.64,70,31,3.36
491,Acapulco,MX,2021-10-06 00:21:00,16.8634,-99.8901,85.82,74,75,6.91
492,Bafq,IR,2021-10-06 00:25:32,31.6128,55.4107,75.49,17,0,5.73
493,Bichena,ET,2021-10-06 00:25:33,10.45,38.2,51.53,83,24,3.8
494,Vila Franca Do Campo,PT,2021-10-06 00:21:57,37.7167,-25.4333,75.2,91,95,7.05
495,Svetlaya,RU,2021-10-06 00:25:33,46.5389,138.3297,49.48,47,0,5.97
496,Boa Vista,BR,2021-10-06 00:25:34,2.8197,-60.6733,85.98,54,0,8.05
497,Verkhnyaya Inta,RU,2021-10-06 00:25:34,65.9811,60.3094,38.57,87,19,21.21
498,Faya,SA,2021-10-06 00:25:35,18.3851,42.4509,66.31,27,100,4.34
499,Ariquemes,BR,2021-10-06 00:25:35,-9.9133,-63.0408,72.66,98,100,1.7
500,Saint-Pierre,RE,2021-10-06 00:25:36,-21.3393,55.4781,69.48,79,90,2.3
501,Tilichiki,RU,2021-10-06 00:25:36,60.4667,166.1,31.8,65,100,15.43
502,Tarcau,RO,2021-10-06 00:25:36,46.8667,26.1333,41.14,73,1,3.6
503,San Juan De Los Morros,VE,2021-10-06 00:25:37,9.9115,-67.3538,74.64,81,99,3.27
504,Presidencia Roque Saenz Pena,AR,2021-10-06 00:25:37,-26.7852,-60.4388,62.33,46,88,5.14
505,San Fernando,PH,2021-10-06 00:25:38,15.0286,120.6898,80.96,94,100,2.1
506,Severomuysk,RU,2021-10-06 00:25:38,56.1481,113.4267,21.0,74,60,2.75
507,Rongcheng,CN,2021-10-06 00:25:39,30.634,117.8517,71.26,85,90,2.95
508,Syracuse,IT,2021-10-06 00:25:39,37.0881,15.2792,66.88,73,89,6.55
509,Yashkino,RU,2021-10-06 00:25:40,55.8736,85.4265,27.55,82,26,12.1
510,Libenge,CD,2021-10-06 00:25:40,3.65,18.6333,69.35,92,65,1.86
511,Grand-Santi,GF,2021-10-06 00:25:41,4.25,-54.3833,77.38,79,72,2.71
512,San Ramon,US,2021-10-06 00:25:41,37.7799,-121.978,81.37,49,1,1.99
513,Viramgam,IN,2021-10-06 00:25:42,23.1225,72.0484,79.03,68,57,7.25
514,Deputatskiy,RU,2021-10-06 00:25:42,69.3,139.9,21.63,77,100,11.03
515,Bolobo,CD,2021-10-06 00:25:43,-2.1667,16.2333,69.62,97,73,0.22
516,Nkhotakota,MW,2021-10-06 00:25:43,-12.9274,34.2961,75.87,58,1,5.14
517,Isangel,VU,2021-10-06 00:21:53,-19.55,169.2667,81.79,73,6,1.92
518,Abu Samrah,SY,2021-10-06 00:25:44,35.3029,37.1841,62.53,70,0,4.03
519,Starodub,RU,2021-10-06 00:25:44,52.5844,32.7633,43.72,78,5,8.01
520,Maniitsoq,GL,2021-10-06 00:25:44,65.4167,-52.9,37.2,69,100,12.62
521,Cairns,AU,2021-10-06 00:25:45,-16.9167,145.7667,89.94,63,40,5.75
522,Mweka,CD,2021-10-06 00:25:45,-4.85,21.5667,67.77,99,86,0.87
523,Ihosy,MG,2021-10-06 00:25:46,-22.4,46.1167,61.7,92,50,6.4
524,Malanje,AO,2021-10-06 00:25:46,-9.5402,16.341,67.1,84,97,1.7
525,Sakakah,SA,2021-10-06 00:25:46,29.9697,40.2064,74.77,30,0,10.58
526,Santa Cruz Cabralia,BR,2021-10-06 00:25:47,-16.2781,-39.0247,77.23,83,20,8.05
527,Qianjiang,CN,2021-10-06 00:25:47,30.4151,112.8859,62.71,79,51,12.39
528,Jiazi,CN,2021-10-06 00:25:47,22.8779,116.067,79.41,73,14,13.22
529,Le Port,RE,2021-10-06 00:25:48,-20.9373,55.2919,69.8,82,43,5.19
530,Strzelce Krajenskie,PL,2021-10-06 00:25:48,52.8773,15.5298,55.11,93,100,5.14
531,Saint-Gabriel,CA,2021-10-06 00:25:49,46.3001,-73.3824,55.09,65,0,2.62
532,Pishin,PK,2021-10-06 00:25:49,30.5803,66.9961,63.36,32,0,3.13
533,Road Town,VG,2021-10-06 00:25:50,18.4167,-64.6167,84.24,74,40,13.8
534,Mount Isa,AU,2021-10-06 00:25:50,-20.7333,139.5,89.37,9,43,14.97
535,Kirovsk,UA,2021-10-06 00:25:50,48.6375,38.6428,43.16,53,10,13.15
536,Hudiksvall,SE,2021-10-06 00:25:51,61.729,17.1036,50.52,99,100,5.46
537,Ulaanbaatar,MN,2021-10-06 00:25:51,47.9077,106.8832,41.13,36,0,2.24
538,Loukhi,RU,2021-10-06 00:25:52,66.0764,33.0381,47.3,90,100,12.5
539,Iztapa,GT,2021-10-06 00:25:52,13.9333,-90.7075,86.05,74,40,0.0
540,Sorland,NO,2021-10-06 00:25:53,67.667,12.6934,50.77,79,48,18.95
541,Klaksvik,FO,2021-10-06 00:25:53,62.2266,-6.589,38.32,76,91,7.63
542,Gazli,UZ,2021-10-06 00:25:53,40.1333,63.45,46.24,34,45,17.74
543,Sabha,LY,2021-10-06 00:25:54,27.0377,14.4283,74.25,30,0,10.89
544,Estevan,CA,2021-10-06 00:25:55,49.1334,-102.9842,75.4,15,1,10.36
545,Talnakh,RU,2021-10-06 00:25:55,69.4865,88.3972,34.57,100,100,3.98
546,Alice Town,BS,2021-10-06 00:25:55,25.7167,-79.3,82.74,70,36,9.13
547,Bairiki,KI,2021-10-06 00:25:56,1.3292,172.9752,86.0,66,75,6.91
548,Mozarlandia,BR,2021-10-06 00:25:56,-14.7447,-50.5706,88.43,35,74,1.5
549,Mayo,US,2021-10-06 00:25:57,38.8876,-76.5119,72.21,91,90,5.99
550,Mount Gambier,AU,2021-10-06 00:25:57,-37.8333,140.7667,57.11,67,90,12.66
551,Hambantota,LK,2021-10-06 00:25:58,6.1241,81.1185,75.54,100,40,8.05
552,Trairi,BR,2021-10-06 00:24:26,-3.2778,-39.2689,79.21,79,77,11.12
553,Teya,RU,2021-10-06 00:25:58,60.3778,92.6267,25.81,89,68,2.35
554,Pabrade,LT,2021-10-06 00:25:59,55.0,25.7833,50.43,64,86,14.45
555,Aromashevo,RU,2021-10-06 00:25:59,56.8602,68.6375,27.68,94,90,5.57
556,Jobabo,CU,2021-10-06 00:26:00,20.9692,-76.2994,80.62,85,99,8.03
557,Alamos,MX,2021-10-06 00:26:00,27.0167,-108.9333,90.72,38,15,5.75
558,Makokou,GA,2021-10-06 00:26:00,0.5738,12.8642,68.97,99,73,1.32
559,Jimma,ET,2021-10-06 00:26:01,7.6667,36.8333,59.97,98,94,1.21
560,Nuuk,GL,2021-10-06 00:26:01,64.1835,-51.7216,34.41,93,75,12.66
561,Balkhash,KZ,2021-10-06 00:26:02,46.844,74.9804,23.61,80,0,8.95
562,Batemans Bay,AU,2021-10-06 00:26:02,-35.7167,150.1833,68.99,33,8,4.29
563,Bandarbeyla,SO,2021-10-06 00:26:03,9.4942,50.8122,77.58,87,67,22.97
564,Shirvan,AZ,2021-10-06 00:26:03,39.9509,48.8994,61.02,54,100,18.92
565,Jha Jha,IN,2021-10-06 00:26:03,24.7667,86.3667,77.11,90,71,3.27
566,Nelson Bay,AU,2021-10-06 00:26:04,-32.7167,152.15,73.29,40,1,8.34
567,Katima Mulilo,NA,2021-10-06 00:26:04,-17.5,24.2667,76.19,41,88,5.01
568,Brandfort,ZA,2021-10-06 00:26:05,-28.7001,26.4597,44.01,17,1,6.69
569,Barrancabermeja,CO,2021-10-06 00:26:05,7.0653,-73.8547,78.42,90,87,2.24
570,Sarai,RU,2021-10-06 00:26:06,53.7458,41.0213,38.43,72,2,6.08
